"Date","Transaction","Name","Memo","Amount"
"2024-12-30","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-21.86"
"2024-12-30","DEBIT","DEBIT PURCHASE Wal-Mart Super CWASHINGTON  MO","Download from usbank.com.9057","-34.72"
"2024-12-30","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-13.39"
"2024-12-31","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-12-31","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-10.97"
"2025-01-02","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2025-01-03","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-54.12"
"2025-01-03","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2025-01-06","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.50"
"2025-01-06","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.97"
"2025-01-06","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2025-01-06","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2025-01-06","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2025-01-10","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","336.80"
"2025-01-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2025-01-13","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.33"
"2025-01-13","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-01-13","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2025-01-13","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2025-01-13","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-36.85"
"2025-01-14","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-01-16","DEBIT","DEBIT PURCHASE -VISA 365 MARKET K 888TROY        MI","Download from usbank.com.9057","-2.72"
"2025-01-16","DEBIT","DEBIT PURCHASE -VISA 365 MARKET K 888TROY        MI","Download from usbank.com.9057","-1.33"
"2025-01-16","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-20.81"
"2025-01-16","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-28.17"
"2025-01-17","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-13.81"
"2025-01-17","DEBIT","DEBIT PURCHASE -VISA PANDA EXPRESS #3WASHINGTON  MO","Download from usbank.com.9057","-13.61"
"2025-01-17","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-40.83"
"2025-01-21","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.50"
"2025-01-21","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-50.00"
"2025-01-21","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-7.48"
"2025-01-21","DEBIT","DEBIT PURCHASE -VISA 365 MARKET K 888TROY        MI","Download from usbank.com.9057","-1.33"
"2025-01-21","DEBIT","DEBIT PURCHASE WM SUPERC Wal-MaWASHINGTON  MO","Download from usbank.com.9057","-11.60"
"2025-01-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2025-01-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-12.98"
"2025-01-21","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2025-01-21","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2025-01-24","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","234.77"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.49"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-13.26"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.99"
"2025-01-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-01-28","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-01-30","CREDIT","VISA DIRECT CASH APP*E M*CAS","Download from usbank.com.9057","14.74"
"2025-01-31","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-16.57"
"2025-01-31","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-37.42"
"2025-02-03","DEBIT","DEBIT PURCHASE MICRO ELECTRONICBrentwood   MO","Download from usbank.com.9057","-109.73"
"2025-02-03","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.28"
"2025-02-03","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-13.65"
"2025-02-03","DEBIT","DEBIT PURCHASE -VISA SPORT CLIPS - MOWASHINGTON  MO","Download from usbank.com.9057","-40.00"
"2025-02-03","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2025-02-04","DEBIT","DEBIT PURCHASE -VISA ARBYS 1736      ROLLA       MO","Download from usbank.com.9057","-12.59"
"2025-02-05","DEBIT","DEBIT PURCHASE -VISA MO S&T BOOKSTOREROLLA       MO","Download from usbank.com.9057","-32.51"
"2025-02-07","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","57.41"
"2025-02-07","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-02-10","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","150.00"
"2025-02-10","CREDIT","DEBIT PURCHASE RETURN MICRO ELE 87 BreBrentwood   MO","Download from usbank.com.9057","109.73"
"2025-02-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-02-10","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F3564ROLLA       MO","Download from usbank.com.9057","-12.59"
"2025-02-10","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-45.91"
"2025-02-10","DEBIT","DEBIT PURCHASE -VISA Dicks Sporting GWashington  MO","Download from usbank.com.9057","-142.46"
"2025-02-10","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F3564ROLLA       MO","Download from usbank.com.9057","-9.44"
"2025-02-12","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-02-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2025-02-14","DEBIT","DEBIT PURCHASE SCHNUCKS WASHINGWASHINGTON  MO","Download from usbank.com.9057","-16.33"
"2025-02-14","DEBIT","DEBIT PURCHASE SCHNUCKS WASHINGWASHINGTON  MO","Download from usbank.com.9057","-12.69"
"2025-02-18","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-7.46"
"2025-02-18","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-46.03"
"2025-02-18","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-43.23"
"2025-02-18","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2025-02-18","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-12.47"
"2025-02-18","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-172.19"
"2025-02-19","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.52"
"2025-02-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2025-02-20","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2025-02-20","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2025-02-21","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","150.00"
"2025-02-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-12.98"
"2025-02-24","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-02-24","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-44.36"
"2025-03-03","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.60"
"2025-03-03","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-03-03","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2025-03-03","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.28"
"2025-03-03","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-10.47"
"2025-03-03","DEBIT","DEBIT PURCHASE -VISA PAYPAL *INTREPID402-935-7733CA","Download from usbank.com.9057","-110.00"
"2025-03-04","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2025-03-07","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","17.63"
"2025-03-07","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","50.00"
"2025-03-10","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.60"
"2025-03-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-6.97"
"2025-03-10","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-20.08"
"2025-03-10","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-20.98"
"2025-03-12","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-03-13","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","500.00"
"2025-03-13","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2025-03-17","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-27.15"
"2025-03-17","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.28"
"2025-03-18","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-03-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-8.97"
"2025-03-19","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-47.93"
"2025-03-19","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2025-03-19","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2025-03-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA TARGET        00WENTZVILLE  MO","Download from usbank.com.9057","-32.90"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.97"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-13.46"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.97"
"2025-03-24","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-14.25"
"2025-03-24","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-98.12"
"2025-03-25","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-03-25","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-54.98"
"2025-03-25","DEBIT","DEBIT PURCHASE -VISA TACO LOCO       WASHINGTON  MO","Download from usbank.com.9057","-32.51"
"2025-03-26","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-03-26","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2025-03-26","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-33.57"
"2025-03-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-29.97"
"2025-03-27","DEBIT","DEBIT PURCHASE -VISA PANERA BREAD #60WASHINGTON  MO","Download from usbank.com.9057","-29.36"
"2025-03-27","DEBIT","DEBIT PURCHASE -VISA CLARKSON EYECAREWASHINGTON  MO","Download from usbank.com.9057","-188.52"
"2025-03-27","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2025-03-31","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-22.26"
"2025-03-31","DEBIT","DEBIT PURCHASE -VISA TARGET        00WASHINGTON  MO","Download from usbank.com.9057","-6.39"
"2025-03-31","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-42.60"
"2025-04-01","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-14.97"
"2025-04-03","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2025-04-07","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-04-07","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-20.31"
"2025-04-07","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-04-07","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-25.67"
"2025-04-08","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-14.97"
"2025-04-08","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-28.06"
"2025-04-09","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.60"
"2025-04-09","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-69.78"
"2025-04-09","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2025-04-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-16.97"
"2025-04-11","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-25.35"
"2025-04-14","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2025-04-14","DEBIT","DEBIT PURCHASE -VISA PAYPAL *STEAM GA425-952-2985WA","Download from usbank.com.9057","-5.99"
"2025-04-14","DEBIT","DEBIT PURCHASE -VISA STEAK-N-SHAKE#06WASHINGTON  MO","Download from usbank.com.9057","-11.27"
"2025-04-14","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-04-14","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2025-04-14","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-40.00"
"2025-04-14","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-04-14","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2025-04-14","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-24.52"
"2025-04-15","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-23.35"
"2025-04-15","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-61.77"
"2025-04-17","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.16"
"2025-04-17","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2025-04-17","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2025-04-18","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2025-04-18","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-1.99"
"2025-04-18","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-8.99"
"2025-04-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-14.98"
"2025-04-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-29.95"
"2025-04-21","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-04-21","DEBIT","DEBIT PURCHASE -VISA KOHL'S #1098    WASHINGTON  MO","Download from usbank.com.9057","-16.43"
"2025-04-21","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-53.58"
"2025-04-21","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-13.32"
"2025-04-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2025-04-24","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-04-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2025-04-24","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-20.73"
"2025-04-25","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-47.78"
"2025-04-28","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-19.68"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA TACO LOCO       WASHINGTON  MO","Download from usbank.com.9057","-30.00"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-11.52"
"2025-04-28","DEBIT","DEBIT PURCHASE WM SUPERC Wal-MaWASHINGTON  MO","Download from usbank.com.9057","-54.40"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA Subway 56625    Washington  MO","Download from usbank.com.9057","-22.73"
"2025-04-29","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-04-29","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-2.99"
"2025-04-29","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-2.99"
"2025-04-30","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-21.96"
"2025-05-01","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-2.99"
"2025-05-01","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-21.96"
"2025-05-02","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-05-05","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","150.00"
"2025-05-05","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","150.00"
"2025-05-05","DEBIT","DEBIT PURCHASE -VISA PANERA BREAD #60WASHINGTON  MO","Download from usbank.com.9057","-29.03"
"2025-05-05","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-19.67"
"2025-05-05","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.28"
"2025-05-05","DEBIT","DEBIT PURCHASE VIOC 050029     WASHINGTON  MO","Download from usbank.com.9057","-68.81"
"2025-05-05","DEBIT","DEBIT PURCHASE -VISA APPLE CASH SENT 1INFINITELOOCA","Download from usbank.com.9057","-36.00"
"2025-05-06","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-21.93"
"2025-05-06","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-2.99"
"2025-05-06","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2025-05-06","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-23.05"
"2025-05-07","DEBIT","WEB AUTHORIZED PMT DISCOVER","Download from usbank.com.","-75.45"
"2025-05-08","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-05-08","DEBIT","DEBIT PURCHASE -VISA MO S&T DINING REROLLA       MO","Download from usbank.com.9057","-11.33"
"2025-05-08","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-2.99"
"2025-05-08","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-05-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2025-05-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.97"
"2025-05-12","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-26.86"
"2025-05-12","DEBIT","DEBIT PURCHASE WAL-MART #0172  WASHINGTON  MO","Download from usbank.com.9057","-32.62"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-25.59"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-25.56"
"2025-05-12","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-05-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2025-05-13","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-05-13","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-05-14","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-05-14","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-12.82"
"2025-05-14","DEBIT","DEBIT PURCHASE WM SUPERC 1701 AWASHINGTON  MO","Download from usbank.com.9057","-3.20"
"2025-05-15","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-05-15","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-22.62"
"2025-05-15","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-42.53"
"2025-05-16","DEBIT","DEBIT PURCHASE -VISA SONIC DRIVE IN #WASHINGTON  MO","Download from usbank.com.9057","-22.04"
"2025-05-19","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
